schema_version,case_kind,seed,method,method_label,success,reached,collision,min_clearance_m,min_ttc_s,arrival_time_s,penalized_travel_time_s,progress_ratio,average_speed_mps,path_length_m,max_longitudinal_acceleration_mps2,max_lateral_acceleration_mps2,jerk_rms_mps3,time_window_violations,degraded_stop,runtime_ms,iterations,iterative_converged,joint_search_status,joint_domain_size,joint_evaluated_candidates,joint_expanded_spatial_branches,joint_absolute_gap
miku-random-v3,crossing_pedestrian,10,A3,w/o Top-K spatial homotopy,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.625002988381311,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A4,w/o threat-aware margin,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.52579399663955,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A5,w/o temporal homotopy graph,0,0,0,1.8162074765442606,1.0931716810595826,,14.0,0.4354839031707501,1.5000025549710765,13.50002299473969,3.7576182853714126,0.0,1.560248595321571,0,1,62.226880982052535,2,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A6,w/o robust occupancy tube,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.875203001778573,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,A7,w/o alternating refinement,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.813912983285263,1,1,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,10,MIKU,MIKU,1,1,0,0.18262223086547902,0.158824403910825,9.0,9.0,1.0,3.4444445555555556,31.000001,2.793265357215921,0.0,1.158456240361972,0,0,5.727213982027024,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,11,A1,w/o arrival projection,1,1,0,0.23785578669667018,0.29340695899322333,9.0,9.0,1.0,3.4444445555555556,31.000001,2.1080012154529335,0.0,0.9143426552263505,0,0,5.297243013046682,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,11,A2,w/o longitudinal grouping,1,1,0,0.23785578669667018,0.29340695899322333,9.0,9.0,1.0,3.4444445555555556,31.000001,2.1080012154529335,0.0,0.9143426552263505,0,0,5.197390011744574,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,11,A3,w/o Top-K spatial homotopy,1,1,0,0.23785578669667018,0.29340695899322333,9.0,9.0,1.0,3.4444445555555556,31.000001,2.1080012154529335,0.0,0.9143426552263505,0,0,5.224147986155003,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,11,A4,w/o threat-aware margin,1,1,0,0.23785578669667018,0.29340695899322333,9.0,9.0,1.0,3.4444445555555556,31.000001,2.1080012154529335,0.0,0.9143426552263505,0,0,5.219860991928726,1,0,optimal,1,1,1,0.0
